id;Ability;DefensiveAbility;DivisionRank;Fitness;GKPosExperience;LMPosExperience;Nation_id;OffensiveAbility;PlayerMotivation;Name;Position;RMPosExperience;Routine;RoutineRank;STPosExperience;Team;TeamPlayerID;Image;PlayerChemistry;Age;Personlighet;Extrovert_Introvert;E_I;Sinnesfornimmelse_Intuition;S_N;Tanke_Kansla;T_K;Bedomning_Perception;B_P;Personlighetsgrupp;Personlighetsbeskrivning;langre_personlighetsbeskrivning
24;4.42987217443538;4.43983456229963;19;1.0;0.75;0.75;21;4.41990978657114;1.5;Bob Robert;HM;1.0;32;0.380952380952381;0.75;BK;BK1;Bob_Robert.png;1.092;32;INTP;65;I;68;N;46;T;83;P;Analytiker;Logikern;Innovativ uppfinnare med en osläkbar kunskapstörst
25;2.33380402805448;2.29729419276342;;1.0;1.0;0.75;22;2.38856878099108;0.875;Bobbo Gandar;MV;0.75;4;0.0476190476190476;0.75;SFI;SFI1;Bobbo_Gandar.png;1.318;27;ISKP;97;I;32;S;53;K;79;P;Upptäckare;Äventyraren;Flexibel och charmig artist, alltid redo att utforska och upptäcka något nytt
26;3.48125353344289;3.41978767525865;;1.0;1.0;0.75;23;3.57345232071926;1.5;Bokach Ropat;MV;0.75;28;0.333333333333333;0.75;SSM;SSM1;Bokach_Ropat.png;1.024;32;ENKB;17;E;61;N;81;K;7;B;Diplomat;Huvudpersonen;Karismatisk och inspirerande ledare med en förmåga att trollbinda sina lyssnare
27;2.36364410643079;2.2365079395923;;1.0;1.0;0.75;24;2.55434835668852;1.22;Bonana Scheral;MV;0.75;1;0.0119047619047619;0.75;LION;LION1;Bonana_Scheral.png;0.97;30;ENTP;25;E;51;N;20;T;69;P;Analytiker;Debatören;Smart, nyfiken tänkare som inte kan motstå en intellektuell utmaning
28;3.26324683106121;2.14005096247619;;1.0;0.75;1.0;25;4.38644269964623;0.985;Bostjan Curic;VM;0.75;0;0.0;0.75;TD;TD1;Bostjan_Curic.png;0.958;27;ISKB;98;I;6;S;89;K;15;B;Bevakare;Beskyddaren;Väldigt dedikerad och varm beskyddare, alltid redo att beskydda sina älskade
29;3.70758839889572;5.4763803803382;17;1.0;1.0;0.75;26;1.05440042673199;1.5;Bozidar Kazon;MV;0.75;0;0.0;0.75;TL;TL1;Bozidar_Kazon.png;1.39166666666667;20;INKB;92;I;75;N;100;K;49;B;Diplomat;Advokaten;Tyst, mystisk men ändå väldigt inspirerande och en outtrötlig idealist
30;3.26551090330358;2.943105284953;;1.0;0.75;0.75;23;3.58791652165417;0.868;Bruyn Volgov;HM;1.0;23;0.273809523809524;0.75;SFÅ;SFÅ1;Bruyn_Volgov.png;0.958;30;ENTP;6;E;90;N;44;T;77;P;Analytiker;Debatören;Smart, nyfiken tänkare som inte kan motstå en intellektuell utmaning
31;3.06823850690621;0.584928792714751;;1.0;0.75;0.75;27;4.72377831636719;1.195;Calisto Roldán;F;0.75;13;0.154761904761905;1.0;COB;COB2;Calisto_Roldán.png;0.95;22;ISKP;69;I;48;S;82;K;53;P;Upptäckare;Äventyraren;Flexibel och charmig artist, alltid redo att utforska och upptäcka något nytt
32;3.51101585606871;3.04378490958814;;1.0;0.75;0.75;5;3.97824680254928;0.79;Camoucho Souza;HM;1.0;2;0.0238095238095238;0.75;S;S1;Camoucho_Souza.png;1.002;26;ISKP;64;I;22;S;86;K;57;P;Upptäckare;Äventyraren;Flexibel och charmig artist, alltid redo att utforska och upptäcka något nytt
33;4.10903738091275;4.23591654667097;;1.0;0.75;1.0;28;3.98215821515454;1.4745;Cano Balaquir;VM;0.75;4;0.0476190476190476;0.75;ÖD;ÖD1;Cano_Balaquir.png;1.092;22;ENKP;45;E;51;N;53;K;83;P;Diplomat;Aktivisten;Entusiastisk, kreativ, social och fritänkare som alltid kan hitta en andledning att le
34;4.96156695044528;4.76422942391305;14;1.0;0.75;0.75;9;5.09312530146676;1.49;Canta Zeb;F;0.75;34;0.404761904761905;1.0;SSL;SSL2;Canta_Zeb.png;1.07;29;ISTP;64;I;25;S;11;T;69;P;Upptäckare;Virtous;Modig och praktisk experimentör, mästare av alla typer av redskap
35;3.69614802157056;4.14040849887402;18;0.95;0.75;1.0;29;3.2518875442671;1.5;Cedro Caphino;VM;0.75;9;0.107142857142857;0.75;CJ;CJ3;Cedro_Caphino.png;1.08333333333333;19;ENTB;3;E;87;N;17;T;26;B;Analytiker;Befälhavaren;Modig, fantasifull ledaretyp med stark vilja. Hittar alltid en väg, eller skapar den
36;3.26576006394235;3.75250860261493;;1.0;0.75;1.0;30;2.77901152526978;1.5;Cembril Ravenhill;VM;0.75;0;0.0;0.75;FF;FF2;Cembril_Ravenhill.png;1.12142857142857;19;ESTB;34;E;16;S;48;T;34;B;Bevakare;Verkställaren;Utmärkt administratör, oöverträffad förmåga att hantera saker och människor
37;2.79668289044833;4.19566764784281;;1.0;0.75;0.75;30;1.39769813305384;1.5;Charlster Hake;HM;1.0;0;0.0;0.75;HH;HH1;Charlster_Hake.png;1.18333333333333;25;ESTB;48;E;11;S;32;T;7;B;Bevakare;Verkställaren;Utmärkt administratör, oöverträffad förmåga att hantera saker och människor
38;3.02142685332617;4.14630390831928;;1.0;1.0;0.75;18;1.3341112708365;0.905;Chendwill Parr;MV;0.75;9;0.107142857142857;0.75;ARK;ARK1;Chendwill_Parr.png;1.175;27;ISKP;63;I;49;S;55;K;53;P;Upptäckare;Äventyraren;Flexibel och charmig artist, alltid redo att utforska och upptäcka något nytt
39;4.26488685825119;3.95628914202687;6;1.0;0.75;0.75;16;4.47061866906741;1.485;Chicko Lorlas;F;0.75;0;0.0;1.0;VP;VP1;Chicko_Lorlas.png;1.016;22;ESKP;38;E;30;S;92;K;59;P;Upptäckare;Underhållaren;Spontan, energisk och entusiastisk underhållare. Livet är aldrig tråkigt omkring honom.
40;5.51102363337134;5.09872377622206;2;1.0;0.75;0.75;31;5.78589020480418;1.5;Christopher Bugg;F;0.75;19;0.226190476190476;1.0;TWL;TWL1;Christopher_Bugg.png;1.004;26;ISTP;62;I;43;S;38;T;84;P;Upptäckare;Virtous;Modig och praktisk experimentör, mästare av alla typer av redskap
41;2.25651476666117;2.84480306602602;;1.0;0.75;1.0;1;1.66822646729632;1.275;Cito Gatorini;VM;0.75;0;0.0;0.75;SV;SV2;Cito_Gatorini.png;0.991666666666667;20;ESKP;21;E;17;S;72;K;69;P;Upptäckare;Underhållaren;Spontan, energisk och entusiastisk underhållare. Livet är aldrig tråkigt omkring honom.
42;2.16476220062543;2.36949174762982;;1.0;0.75;1.0;23;1.96003265362104;1.44;Cley Neboca;VM;0.75;2;0.0238095238095238;0.75;ÖR;ÖR1;Cley_Neboca.png;0.983333333333333;26;ESKB;21;E;43;S;72;K;10;B;Bevakare;Konsul;Extraordinärt omsorgsfull, social och populär. Alltid ivrig att hjälpa till
43;5.40813896207112;5.62737579967096;8;1.0;0.75;0.75;8;5.2619810703379;1.489;Colino Rex;F;0.75;46;0.547619047619048;1.0;DBL;DBL1;Colino_Rex.png;1.042;28;ISTB;86;I;2;S;22;T;14;B;Bevakare;Logistikern;Praktisk och fakta-sinnad vars pålitlighet inte kan betvivlas
44;2.4314914856152;0.720436173582721;;1.0;0.75;0.75;12;3.57219502697019;0.9925;Colsofax Lorte;F;0.75;0;0.0;1.0;SFA;SFA1;Colsofax_Lorte.png;1.15;23;ESKB;46;E;50;S;64;K;33;B;Bevakare;Konsul;Extraordinärt omsorgsfull, social och populär. Alltid ivrig att hjälpa till
45;3.74782627170167;5.23499624630356;;1.0;1.0;0.75;6;1.51707130979883;0.95;Culritz Caple;MV;0.75;0;0.0;0.75;HH;HH2;Culritz_Caple.png;1.05;18;INTP;85;I;69;N;45;T;87;P;Analytiker;Logikern;Innovativ uppfinnare med en osläkbar kunskapstörst
46;2.03712244300588;2.7448041421107;;1.0;0.75;0.75;32;1.32944074390105;0.745;Cupsy Sinamoi;HM;1.0;0;0.0;0.75;BM;BM2;Cupsy_Sinamoi.png;1.03333333333333;26;ISKP;82;I;46;S;91;K;84;P;Upptäckare;Äventyraren;Flexibel och charmig artist, alltid redo att utforska och upptäcka något nytt
47;3.91398873320313;3.27508509905679;14;1.0;0.75;1.0;33;4.55289236734946;1.5;Daniel Ceccaroni;VM;0.75;0;0.0;0.75;SOL;SOL3;Daniel_Ceccaroni.png;1.02;26;ESKB;20;E;14;S;83;K;2;B;Bevakare;Konsul;Extraordinärt omsorgsfull, social och populär. Alltid ivrig att hjälpa till
48;1.94379601254041;1.60322445128896;;1.0;0.75;0.75;34;2.28436757379187;1.1065;Danilo Regeda;HM;1.0;0;0.0;0.75;TBT;TBT1;Danilo_Regeda.png;1.06;24;INKP;91;I;59;N;88;K;94;P;Diplomat;Medlaren;Poetisk, vänlig och alturistisk. Alltid ivrig att hjälpa en god sak
49;2.8180937114345;2.5354211319907;;1.0;0.75;1.0;30;3.10076629087829;1.248;Dann Steev;VM;0.75;10;0.119047619047619;0.75;FF;FF3;Dann_Steev.png;1.19;25;ISKB;52;I;1;S;67;K;47;B;Bevakare;Beskyddaren;Väldigt dedikerad och varm beskyddare, alltid redo att beskydda sina älskade
50;4.40621751325948;3.96184179393514;;1.0;0.75;1.0;35;4.85059323258383;0.5;Danshi G'dill;VM;0.75;0;0.0;0.75;TD;TD2;Danshi_G'dill.png;0.898;24;INTB;65;I;55;N;12;T;8;B;Analytiker;Arkitekten;Fantasifull och strategisk tänkare, med en plan för allt
51;4.20509714620952;4.18010486946792;7;1.0;0.75;1.0;36;4.23008942295113;1.5;Dariyan Bakhtawar;VM;0.75;13;0.154761904761905;0.75;CHA;CHA2;Dariyan_Bakhtawar.png;1.19166666666667;26;ISKB;94;I;14;S;95;K;8;B;Bevakare;Beskyddaren;Väldigt dedikerad och varm beskyddare, alltid redo att beskydda sina älskade
52;3.22096802694199;2.6135965085347;;0.87;0.75;1.0;37;3.82833954534928;1.5;Darryl Min;VM;0.75;0;0.0;0.75;HH;HH3;Darryl_Min.png;1.11;18;ESKP;40;E;38;S;85;K;62;P;Upptäckare;Underhållaren;Spontan, energisk och entusiastisk underhållare. Livet är aldrig tråkigt omkring honom.
53;3.75222377768097;2.56925782401071;;1.0;0.75;1.0;38;4.93518973135124;1.485;Datan Dajetniko;VM;0.75;0;0.0;0.75;BI;BI2;Datan_Dajetniko.png;1.07;21;INKB;63;I;86;N;51;K;21;B;Diplomat;Advokaten;Tyst, mystisk men ändå väldigt inspirerande och en outtrötlig idealist
54;4.68915464524607;4.29212825318819;10;1.0;0.75;1.0;20;5.08618103730395;1.5;David Christiansson;VM;0.75;4;0.0476190476190476;0.75;SST;SST1;David_Christiansson.png;0.972;32;ISKB;56;I;5;S;88;K;28;B;Bevakare;Beskyddaren;Väldigt dedikerad och varm beskyddare, alltid redo att beskydda sina älskade
55;5.15629797578122;5.13925907796398;9;1.0;0.75;0.75;21;5.16765724099272;1.5;David White;F;0.75;20;0.238095238095238;1.0;TG;TG2;David_White.png;0.912;31;INKB;82;I;53;N;87;K;10;B;Diplomat;Advokaten;Tyst, mystisk men ändå väldigt inspirerande och en outtrötlig idealist
56;4.41163172978285;4.80680243581547;4;1.0;0.75;0.75;18;4.14818459242777;1.32;Dean Caman;F;0.75;12;0.142857142857143;1.0;S;S2;Dean_Caman.png;1.036;30;ISKP;93;I;10;S;82;K;60;P;Upptäckare;Äventyraren;Flexibel och charmig artist, alltid redo att utforska och upptäcka något nytt
57;5.05410297787015;4.99716981475391;4;1.0;1.0;0.75;21;5.1395027225445;1.5;Dean Funt;MV;0.75;31;0.369047619047619;0.75;ISF;ISF1;Dean_Funt.png;1.16;30;ISKP;96;I;34;S;88;K;99;P;Upptäckare;Äventyraren;Flexibel och charmig artist, alltid redo att utforska och upptäcka något nytt
58;5.54512858869179;5.64514788952228;3;1.0;0.75;0.75;39;5.4451092878613;1.5;Der Skovskil;HM;1.0;25;0.297619047619048;0.75;ZB;ZB1;Der_Skovskil.png;1.072;29;ENKB;24;E;81;N;58;K;11;B;Diplomat;Huvudpersonen;Karismatisk och inspirerande ledare med en förmåga att trollbinda sina lyssnare
59;5.33994193238743;5.15896832850003;11;0.87;0.75;0.75;21;5.52091553627484;0.982000000000001;Derek Green;HM;1.0;38;0.452380952380952;0.75;SSM;SSM2;Derek_Green.png;0.89;29;ESKB;45;E;7;S;77;K;25;B;Bevakare;Konsul;Extraordinärt omsorgsfull, social och populär. Alltid ivrig att hjälpa till
60;3.02984606953813;4.40837625481827;;0.65;1.0;0.75;40;0.962050791617938;1.5;Desierto Adamento;MV;0.75;0;0.0;0.75;NS;NS1;Desierto_Adamento.png;1.00833333333333;28;ISTP;63;I;47;S;4;T;75;P;Upptäckare;Virtous;Modig och praktisk experimentör, mästare av alla typer av redskap
61;2.76307971265623;2.66565283814892;;1.0;0.75;0.75;16;2.82803096232777;1.235;Dick Dang;F;0.75;1;0.0119047619047619;1.0;HS;HS2;Dick_Dang.png;1.182;31;ESTP;49;E;8;S;25;T;62;P;Upptäckare;Entreprenören;Smart, energisk och väldigt klarsynt. Njuter av att leva på gränsen.
62;4.28557973218117;4.11846687736618;;1.0;0.75;1.0;41;4.45269258699616;1.485;Djivnek Kansek;VM;0.75;6;0.0714285714285714;0.75;LEO;LEO1;Djivnek_Kansek.png;1.08;29;ESKP;39;E;43;S;90;K;60;P;Upptäckare;Underhållaren;Spontan, energisk och entusiastisk underhållare. Livet är aldrig tråkigt omkring honom.
63;3.68740227474484;3.46485125893486;;0.87;0.75;0.75;25;3.90995329055482;1.193;Dobsky Radovan;HM;1.0;3;0.0357142857142857;0.75;DO;DO1;Dobsky_Radovan.png;0.91;24;ENTP;22;E;81;N;15;T;86;P;Analytiker;Debatören;Smart, nyfiken tänkare som inte kan motstå en intellektuell utmaning
64;4.09110272213068;4.16532360158613;11;1.0;1.0;0.75;42;3.9797714029475;0.5905;Doff Esta;MV;0.75;1;0.0119047619047619;0.75;VP;VP2;Doff_Esta.png;0.96;28;ESKB;45;E;25;S;68;K;7;B;Bevakare;Konsul;Extraordinärt omsorgsfull, social och populär. Alltid ivrig att hjälpa till
65;4.27852243878138;4.25355009731217;;1.0;1.0;0.75;39;4.3159809509852;1.5;Dosk Porov;MV;0.75;19;0.226190476190476;0.75;LEO;LEO2;Dosk_Porov.png;1.054;25;ISTB;84;I;45;S;3;T;8;B;Bevakare;Logistikern;Praktisk och fakta-sinnad vars pålitlighet inte kan betvivlas
66;4.31473734760865;3.89963366611293;;1.0;0.75;0.75;14;4.72984102910437;1.5;Drian Cleo;HM;1.0;4;0.0476190476190476;0.75;TA;TA1;Drian_Cleo.png;0.998;25;INTP;95;I;75;N;19;T;70;P;Analytiker;Logikern;Innovativ uppfinnare med en osläkbar kunskapstörst
67;4.96682733841478;4.81668545478709;;1.0;1.0;0.75;9;5.19204016385631;1.189;Drin Rista;MV;0.75;75;0.892857142857143;0.75;KÄ;KÄ2;Drin_Rista.png;0.944;30;ENTB;7;E;89;N;4;T;8;B;Analytiker;Befälhavaren;Modig, fantasifull ledaretyp med stark vilja. Hittar alltid en väg, eller skapar den
68;2.13435445422329;2.86838798728706;;1.0;1.0;0.75;43;1.03330415462765;1.135;Efe Kasozi;MV;0.75;0;0.0;0.75;SFI;SFI2;Efe_Kasozi.png;1.075;20;ESTB;22;E;5;S;17;T;16;B;Bevakare;Verkställaren;Utmärkt administratör, oöverträffad förmåga att hantera saker och människor
69;1.46820862868434;1.28237066333863;;1.0;0.75;0.75;8;1.65404659403004;0.954;Elon Hilario;HM;1.0;0;0.0;0.75;SS;SS1;Elon_Hilario.png;1.05;29;INKB;96;I;90;N;61;K;13;B;Diplomat;Advokaten;Tyst, mystisk men ändå väldigt inspirerande och en outtrötlig idealist
70;4.37760414063269;3.56105603210888;;1.0;0.75;0.75;44;5.1941522491565;1.5;Enham Lockamy;HM;1.0;16;0.19047619047619;0.75;TG;TG3;Enham_Lockamy.png;1.175;23;ESTP;10;E;31;S;14;T;100;P;Upptäckare;Entreprenören;Smart, energisk och väldigt klarsynt. Njuter av att leva på gränsen.
71;4.16800144541036;3.92844789118545;;1.0;0.75;1.0;45;4.40755499963527;1.24;Erik Kreek;VM;0.75;27;0.321428571428571;0.75;TG;TG4;Erik_Kreek.png;0.96;31;INTB;100;I;93;N;37;T;32;B;Analytiker;Arkitekten;Fantasifull och strategisk tänkare, med en plan för allt
72;4.99293106241301;4.82223205799642;;1.0;0.75;0.75;46;5.1636300668296;0.5;Erik Summ;HM;1.0;36;0.428571428571429;0.75;PF;PF1;Erik_Summ.png;0.994;29;INTB;95;I;95;N;50;T;11;B;Analytiker;Arkitekten;Fantasifull och strategisk tänkare, med en plan för allt
73;3.89728135169801;3.94883005806562;;1.0;0.75;0.75;38;3.84573264533039;1.39;Erklin Pashtark;HM;1.0;0;0.0;0.75;TD;TD3;Erklin_Pashtark.png;1.1;23;ISTB;73;I;47;S;28;T;19;B;Bevakare;Logistikern;Praktisk och fakta-sinnad vars pålitlighet inte kan betvivlas
74;3.34663137919512;1.54538922191483;;1.0;0.75;0.75;36;4.54745948404865;1.5;Esfandyar Aydin;F;0.75;13;0.154761904761905;1.0;BI;BI3;Esfandyar_Aydin.png;1.23333333333333;25;INKB;71;I;88;N;84;K;38;B;Diplomat;Advokaten;Tyst, mystisk men ändå väldigt inspirerande och en outtrötlig idealist
75;2.74828397267576;3.23214501391032;;1.0;1.0;0.75;8;2.02249241082392;1.5;Esteban Melko;MV;0.75;0;0.0;0.75;BI;BI4;Esteban_Melko.png;0.86;21;ENKP;13;E;86;N;63;K;56;P;Diplomat;Aktivisten;Entusiastisk, kreativ, social och fritänkare som alltid kan hitta en andledning att le
76;1.54042901107249;2.22930869124084;;1.0;1.0;0.75;40;0.507109490819966;1.0;Eustian Neto;MV;0.75;0;0.0;0.75;AF;AF2;Eustian_Neto.png;0.85;25;INKP;64;I;57;N;52;K;57;P;Diplomat;Medlaren;Poetisk, vänlig och alturistisk. Alltid ivrig att hjälpa en god sak
77;1.41025033183482;1.6408136705449;;1.0;0.75;0.75;47;1.17968699312473;1.0;Faewoo Kim;HM;1.0;0;0.0;0.75;CJ;CJ4;Faewoo_Kim.png;0.975;28;ENKB;6;E;55;N;94;K;14;B;Diplomat;Huvudpersonen;Karismatisk och inspirerande ledare med en förmåga att trollbinda sina lyssnare
78;3.26111936465312;1.11602966991025;;0.85;0.75;0.75;48;4.69117916114837;1.5;Fanraz Qurban;F;0.75;0;0.0;1.0;KU;KU2;Fanraz_Qurban.png;1.05;24;ESKB;26;E;49;S;65;K;1;B;Bevakare;Konsul;Extraordinärt omsorgsfull, social och populär. Alltid ivrig att hjälpa till
79;1.27875530393894;1.06336102218797;;1.0;0.75;0.75;42;1.49414958568991;0.885;Fenan Lasas;HM;1.0;12;0.142857142857143;0.75;ÖR;ÖR2;Fenan_Lasas.png;1.192;29;ESKB;41;E;45;S;80;K;6;B;Bevakare;Konsul;Extraordinärt omsorgsfull, social och populär. Alltid ivrig att hjälpa till
80;3.35956696578064;1.55642346962608;;1.0;0.75;1.0;33;5.1627104619352;0.925;Feo Dargau;VM;0.75;0;0.0;0.75;SOS;SOS1;Feo_Dargau.png;1.18333333333333;18;INKB;81;I;67;N;57;K;3;B;Diplomat;Advokaten;Tyst, mystisk men ändå väldigt inspirerande och en outtrötlig idealist
81;3.3763564287883;3.355860105486;;1.0;0.75;0.75;49;3.3968527520906;1.033;Flen Reyn;HM;1.0;14;0.166666666666667;0.75;SST;SST2;Flen_Reyn.png;0.978;32;ISTP;88;I;29;S;14;T;65;P;Upptäckare;Virtous;Modig och praktisk experimentör, mästare av alla typer av redskap
